Contig	Window	GC	Depth	NumMasked	RESites
XSR	8400000-8450000	42.17	124.67	3249	186
XSR	8450000-8500000	41.24	126.68	506	225
XSR	8500000-8550000	41.79	142.02	4723	204
XSR	8550000-8600000	41.25	138.54	850	181
XSR	8600000-8650000	41.32	139.49	3121	227
XSR	8650000-8700000	42.78	132.81	7745	203
XSR	8700000-8750000	40.29	131.26	2417	204
XSR	8750000-8800000	42.70	130.77	196	245
XSR	8800000-8850000	41.87	141.18	1061	216
XSR	8850000-8900000	40.93	143.68	1887	181
XSR	8900000-8950000	41.90	128.92	1119	219
XSR	8950000-9000000	42.05	128.49	2669	227
XSR	9000000-9050000	41.73	134.66	2122	240
XSR	9050000-9100000	41.18	131.21	1239	201
XSR	9100000-9150000	41.22	142.72	1721	192
XSR	9150000-9200000	41.09	126.77	317	196
XSR	9200000-9250000	42.73	134.63	1656	187
XSR	9250000-9300000	41.69	137.23	1274	191
XSR	9300000-9350000	42.32	147.35	2146	217
XSR	9350000-9400000	42.27	137.46	214	211
XSR	9400000-9450000	40.00	132.92	3850	215
XSR	9450000-9500000	42.68	133.64	2959	208
XSR	9500000-9550000	41.68	133.93	1190	184
XSR	9550000-9600000	42.43	146.27	6689	150
XSR	9600000-9650000	41.78	153.35	492	202
XSR	9650000-9700000	41.79	146.12	3095	206
XSR	9700000-9750000	41.86	133.03	3955	198
XSR	9750000-9800000	42.74	131.01	1480	211
XSR	9800000-9850000	41.38	137.79	4179	209
XSR	9850000-9900000	42.61	140.48	695	212
XSR	9900000-9950000	41.59	139.34	2168	197
XSR	9950000-10000000	42.79	143.92	147	220
XSR	10000000-10050000	42.36	133.21	1956	184
XSR	10050000-10100000	40.92	113.02	2272	198
XSR	10100000-10150000	41.43	127.94	454	207
XSR	10150000-10200000	42.34	142.08	1935	215
XSR	10200000-10250000	42.78	136.84	850	186
XSR	10250000-10300000	41.74	132.01	3419	239
XSR	10300000-10350000	42.64	130.97	1484	204
XSR	10350000-10400000	42.54	138.86	950	193
XSR	10400000-10450000	41.98	137.90	1554	194
XSR	10450000-10500000	42.45	135.89	1055	223
XSR	10500000-10550000	41.48	134.63	1383	204
XSR	10550000-10600000	42.58	137.65	1214	206
XSR	10600000-10650000	42.97	147.34	2039	242
XSR	10650000-10700000	43.80	157.59	7601	233
XSR	10700000-10750000	43.35	149.82	1216	199
XSR	10750000-10800000	42.83	139.56	1199	230
XSR	10800000-10850000	41.34	141.38	5470	168
XSR	10850000-10900000	42.64	142.06	5155	193
XSR	10900000-10950000	43.40	144.04	908	222
XSR	10950000-11000000	42.01	146.53	3078	204
XSR	11000000-11050000	41.62	136.03	6591	187
XSR	11050000-11100000	42.01	147.83	5355	184
XSR	11100000-11150000	41.20	143.24	5696	174
XSR	11150000-11200000	40.24	143.35	10705	191
XSR	11200000-11250000	41.15	134.32	8667	193
XSR	11250000-11300000	42.13	129.21	5495	217
XSR	11300000-11350000	41.72	141.02	5045	194
XSR	11350000-11400000	40.76	130.33	7071	204
XSR	11400000-11450000	42.65	133.29	2538	238
XSR	11450000-11500000	40.09	137.06	9999	205
XSR	11500000-11550000	41.56	138.91	7261	224
XSR	11550000-11600000	44.52	143.03	1866	251
XSR	11600000-11650000	42.73	143.54	8506	223
XSR	11650000-11700000	40.61	138.36	8679	163
XSR	11700000-11750000	40.80	136.48	9187	180
XSR	11750000-11800000	41.50	139.07	8964	215
XSR	11800000-11850000	43.67	151.84	4653	210
XSR	11850000-11900000	42.63	145.27	8861	170
XSR	11900000-11950000	42.67	139.00	13821	204
XSR	11950000-12000000	42.47	147.53	11704	216
XSR	12000000-12050000	42.57	201.61	9249	220
XSR	12050000-12100000	38.69	140.63	11942	160
XSR	12100000-12150000	40.18	136.61	13040	153
XSR	12150000-12200000	41.10	147.73	17644	175
XSR	12200000-12250000	44.20	148.19	9631	177
XSR	12250000-12300000	42.20	140.54	7643	229
XSR	12300000-12350000	38.86	127.40	14143	141
XSR	12350000-12400000	39.48	133.26	17142	135
XSR	12400000-12450000	42.09	145.57	10419	200
XSR	12450000-12500000	42.40	146.69	6940	204
XSR	12500000-12550000	41.93	131.33	13032	192
XSR	12550000-12600000	42.66	150.08	13009	160
XSR	12600000-12650000	40.50	128.04	7349	165
XSR	12650000-12700000	40.27	127.78	11822	150
XSR	12700000-12750000	43.33	141.36	6776	199
XSR	12750000-12800000	41.92	143.11	3867	197
XSR	12800000-12850000	41.45	133.64	6202	204
XSR	12850000-12900000	40.86	141.53	24054	136
XSR	12900000-12950000	40.55	139.04	44678	104
XSR	12950000-12959145	52.45	172.89	9141	27
YSR	0-50000	38.56	154.78	33262	155
YSR	50000-100000	36.88	129.23	28789	148
YSR	100000-150000	38.97	146.86	26375	152
YSR	150000-200000	39.95	133.06	27433	159
YSR	200000-250000	39.67	144.99	38681	234
YSR	250000-300000	39.41	141.60	31544	175
YSR	300000-350000	39.31	136.67	35024	196
YSR	350000-400000	40.36	142.83	33911	205
YSR	400000-450000	38.51	141.39	26603	167
YSR	450000-500000	38.38	137.87	24772	146
YSR	500000-550000	39.82	128.66	31218	146
YSR	550000-600000	42.47	141.99	35105	263
YSR	600000-650000	38.45	136.95	29122	169
YSR	650000-700000	41.82	154.28	30131	205
YSR	700000-750000	41.27	150.51	40359	240
YSR	750000-800000	41.15	147.23	26698	213
YSR	800000-850000	40.49	149.16	29587	168
YSR	850000-900000	40.62	142.60	31892	193
YSR	900000-950000	38.94	139.03	29903	151
YSR	950000-1000000	40.81	130.96	30304	212
YSR	1000000-1050000	39.91	135.87	24655	205
YSR	1050000-1100000	44.65	133.82	21586	246
YSR	1100000-1150000	40.55	137.00	30244	158
YSR	1150000-1200000	42.34	137.22	25756	161
YSR	1200000-1250000	40.27	140.46	14817	182
YSR	1250000-1300000	39.54	131.45	21754	207
YSR	1300000-1350000	40.07	139.18	22571	186
YSR	1350000-1400000	42.57	149.06	18560	195
YSR	1400000-1450000	40.52	150.55	13527	173
YSR	1450000-1500000	43.72	147.44	22462	190
YSR	1500000-1550000	39.43	168.83	26699	196
YSR	1550000-1600000	39.43	133.58	19769	190
YSR	1600000-1650000	40.34	157.34	19648	231
YSR	1650000-1700000	38.28	651.58	20353	156
YSR	1700000-1750000	40.02	110.03	36676	171
YSR	1750000-1800000	43.16	143.67	33915	197
YSR	1800000-1850000	40.66	152.39	39497	210
YSR	1850000-1900000	41.06	130.67	27209	155
YSR	1900000-1950000	41.07	138.93	37702	250
YSR	1950000-2000000	43.98	156.74	36788	204
YSR	2000000-2050000	42.44	156.00	28712	198
YSR	2050000-2100000	43.04	143.54	11630	184
YSR	2100000-2150000	39.58	144.01	30456	147
YSR	2150000-2200000	40.08	144.12	26359	171
YSR	2200000-2250000	40.42	134.85	32982	185
YSR	2250000-2300000	41.08	140.99	30155	160
YSR	2300000-2350000	39.38	140.87	26844	232
YSR	2350000-2400000	39.56	129.99	18828	174
YSR	2400000-2450000	46.18	132.67	7320	218
YSR	2450000-2500000	40.54	147.36	24583	199
YSR	2500000-2550000	41.12	136.87	37223	196
YSR	2550000-2600000	40.04	150.39	35906	207
YSR	2600000-2650000	40.74	164.89	32062	200
YSR	2650000-2700000	40.78	161.94	15153	173
YSR	2700000-2750000	39.97	131.58	18507	198
YSR	2750000-2800000	37.85	122.79	19595	213
YSR	2800000-2850000	39.48	138.65	29100	208
YSR	2850000-2900000	36.39	127.91	29785	151
YSR	2900000-2916375	37.98	134.37	10898	38
chrUn_1	0-11000	42.04	130.51	88	42
chrUn_2	0-50000	41.92	140.79	1981	248
chrUn_2	50000-57957	41.01	107.81	0	31
chrUn_3	0-50000	28.85	100.89	43700	72
chrUn_3	50000-100000	33.02	129.69	36411	124
chrUn_3	100000-131584	33.03	110.38	26021	68
chrUn_4	0-50000	40.60	144.82	31667	124
chrUn_4	50000-100000	36.57	112.82	43097	101
chrUn_4	100000-110603	35.74	121.50	10144	11
chrUn_5	0-50000	35.25	85.27	42777	129
chrUn_5	50000-79680	35.05	124.07	23900	52
chrUn_6	0-50000	29.69	136.86	44964	92
chrUn_6	50000-68433	28.89	80.45	17447	3
chrUn_7	0-50000	41.92	120.23	5429	219
chrUn_7	50000-57156	48.25	170.49	1249	16
chrUn_8	0-35216	33.44	260.98	30615	44
chrUn_9	0-34892	33.81	134.53	27218	40
chrUn_10	0-3851	41.42	140.09	84	21
chrUn_11	0-13568	45.97	244.69	13381	6
chrUn_12	0-9225	27.51	126.73	224	21
chrUn_13	0-5739	15.89	294.69	4672	8
chrUn_14	0-2887	36.16	129.76	1775	10
